,Date,Iron_Price,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
156141,2016-10,63.8,Cromer,1357000,4.0,2,2099,Sydney
156152,2016-10,63.8,Narraweena,1400000,4.0,2,2099,Sydney
156167,2016-10,63.8,Wollstonecraft,4770000,4.0,2,2065,Sydney
156168,2016-10,63.8,Naremburn,2100000,4.0,2,2065,Sydney
156172,2016-10,63.8,Crows Nest,2500000,4.0,2,2065,Sydney
156179,2016-10,63.8,Sylvania,1295000,4.0,2,2224,Sydney
156183,2016-10,63.8,Sylvania,1350000,4.0,2,2224,Sydney
156184,2016-10,63.8,Sylvania,1480000,4.0,2,2224,Sydney
156188,2016-10,63.8,Sylvania,1262000,4.0,2,2224,Sydney
156201,2016-10,63.8,Enfield,1475000,4.0,2,2136,Sydney
156205,2016-10,63.8,Villawood,985000,4.0,2,2163,Sydney
156211,2016-10,63.8,North Rocks,1205000,4.0,2,2151,Sydney
156219,2016-10,63.8,North Rocks,1150000,4.0,2,2151,Sydney
156240,2016-10,63.8,Randwick,2380000,4.0,2,2031,Sydney
156244,2016-10,63.8,Randwick,2135000,4.0,2,2031,Sydney
156250,2016-10,63.8,Randwick,2250000,4.0,2,2031,Sydney
156257,2016-10,63.8,Queens Park,3000000,4.0,2,2022,Sydney
156260,2016-10,63.8,Glenorie,2080000,4.0,2,2157,Sydney
156261,2016-10,63.8,Glenorie,1020000,4.0,2,2157,Sydney
156262,2016-10,63.8,Glenorie,880000,4.0,2,2157,Sydney
156263,2016-10,63.8,Seven Hills,880000,4.0,2,2147,Sydney
156266,2016-10,63.8,Seven Hills,795000,4.0,2,2147,Sydney
156281,2016-10,63.8,Kings Langley,936800,4.0,2,2147,Sydney
156283,2016-10,63.8,Kings Langley,990000,4.0,2,2147,Sydney
156292,2016-10,63.8,Concord,2465000,4.0,2,2137,Sydney
156293,2016-10,63.8,Concord,2150000,4.0,2,2137,Sydney
156301,2016-10,63.8,Concord,2135000,4.0,2,2137,Sydney
156305,2016-10,63.8,Cabarita,2427000,4.0,2,2137,Sydney
156309,2016-10,63.8,Concord,1850000,4.0,2,2137,Sydney
156310,2016-10,63.8,Beecroft,1791500,4.0,2,2119,Sydney
156313,2016-10,63.8,Beecroft,1730500,4.0,2,2119,Sydney
156324,2016-10,63.8,Seaforth,2160000,4.0,2,2092,Sydney
156325,2016-10,63.8,Seaforth,2354000,4.0,2,2092,Sydney
156327,2016-10,63.8,Seaforth,1574250,4.0,2,2092,Sydney
156343,2016-10,63.8,Auburn,875000,4.0,2,2144,Sydney
156346,2016-10,63.8,Glenhaven,1670000,4.0,2,2156,Sydney
156352,2016-10,63.8,Kenthurst,2300000,4.0,2,2156,Sydney
156358,2016-10,63.8,Glenhaven,1380000,4.0,2,2156,Sydney
156361,2016-10,63.8,Glenhaven,1450000,4.0,2,2156,Sydney
156362,2016-10,63.8,Glenhaven,1260000,4.0,2,2156,Sydney
156365,2016-10,63.8,Bondi,1880000,4.0,2,2026,Sydney
156367,2016-10,63.8,Bondi Beach,3505000,4.0,2,2026,Sydney
156368,2016-10,63.8,North Bondi,2510000,4.0,2,2026,Sydney
156371,2016-10,63.8,Bondi Beach,2820000,4.0,2,2026,Sydney
156373,2016-10,63.8,Bondi Beach,3750000,4.0,2,2026,Sydney
156378,2016-10,63.8,Gordon,3304000,4.0,2,2072,Sydney
156393,2016-10,63.8,Kingsgrove,1360000,4.0,2,2208,Sydney
156395,2016-10,63.8,North Ryde,1715000,4.0,2,2113,Sydney
156400,2016-10,63.8,East Ryde,1700000,4.0,2,2113,Sydney
156403,2016-10,63.8,North Ryde,1660000,4.0,2,2113,Sydney
156410,2016-10,63.8,Pymble,2800000,4.0,2,2073,Sydney
156413,2016-10,63.8,Pymble,1705000,4.0,2,2073,Sydney
156414,2016-10,63.8,West Pymble,1976000,4.0,2,2073,Sydney
156416,2016-10,63.8,Pymble,1510000,4.0,2,2073,Sydney
156424,2016-10,63.8,Pymble,1998000,4.0,2,2073,Sydney
156428,2016-10,63.8,West Pymble,1850000,4.0,2,2073,Sydney
156432,2016-10,63.8,West Pymble,1410000,4.0,2,2073,Sydney
156433,2016-10,63.8,Pymble,2000000,4.0,2,2073,Sydney
156434,2016-10,63.8,Bronte,2700000,4.0,2,2024,Sydney
156442,2016-10,63.8,Bronte,3500000,4.0,2,2024,Sydney
156444,2016-10,63.8,Bronte,3050000,4.0,2,2024,Sydney
156445,2016-10,63.8,Riverstone,830000,4.0,2,2765,Sydney
156447,2016-10,63.8,Marsden Park,815000,4.0,2,2765,Sydney
156450,2016-10,63.8,Riverstone,940000,4.0,2,2765,Sydney
156451,2016-10,63.8,Box Hill,1037000,4.0,2,2765,Sydney
156456,2016-10,63.8,Marsden Park,884410,4.0,2,2765,Sydney
156458,2016-10,63.8,Marsden Park,752400,4.0,2,2765,Sydney
156460,2016-10,63.8,Riverstone,721760,4.0,2,2765,Sydney
156462,2016-10,63.8,Box Hill,777100,4.0,2,2765,Sydney
156463,2016-10,63.8,Box Hill,777100,4.0,2,2765,Sydney
156464,2016-10,63.8,Box Hill,762200,4.0,2,2765,Sydney
156477,2016-10,63.8,Blakehurst,2105000,4.0,2,2221,Sydney
156486,2016-10,63.8,Blakehurst,1300000,4.0,2,2221,Sydney
156487,2016-10,63.8,Connells Point,1305000,4.0,2,2221,Sydney
156502,2016-10,63.8,Berala,860000,4.0,2,2141,Sydney
156503,2016-10,63.8,Merrylands,858500,4.0,2,2160,Sydney
156506,2016-10,63.8,Merrylands,775400,4.0,2,2160,Sydney
156517,2016-10,63.8,Merrylands,880000,4.0,2,2160,Sydney
156527,2016-10,63.8,Concord West,1975000,4.0,2,2138,Sydney
156531,2016-10,63.8,Concord West,2110000,4.0,2,2138,Sydney
156532,2016-10,63.8,Concord West,2560000,4.0,2,2138,Sydney
156537,2016-10,63.8,Parramatta,1068000,4.0,2,2150,Sydney
156538,2016-10,63.8,Parramatta,945000,4.0,2,2150,Sydney
156548,2016-10,63.8,Canterbury,1560000,4.0,2,2193,Sydney
156553,2016-10,63.8,Turramurra,1800000,4.0,2,2074,Sydney
156554,2016-10,63.8,Turramurra,1760000,4.0,2,2074,Sydney
156558,2016-10,63.8,Turramurra,1900000,4.0,2,2074,Sydney
156562,2016-10,63.8,Manly,5000000,4.0,2,2095,Sydney
156570,2016-10,63.8,Kogarah Bay,1380000,4.0,2,2217,Sydney
156588,2016-10,63.8,Forestville,1610000,4.0,2,2087,Sydney
156589,2016-10,63.8,Forestville,1423000,4.0,2,2087,Sydney
156591,2016-10,63.8,Forestville,1336000,4.0,2,2087,Sydney
156595,2016-10,63.8,Eastwood,1960000,4.0,2,2122,Sydney
156599,2016-10,63.8,Marsfield,1680000,4.0,2,2122,Sydney
156600,2016-10,63.8,Eastwood,1600000,4.0,2,2122,Sydney
156603,2016-10,63.8,Eastwood,1377000,4.0,2,2122,Sydney
156604,2016-10,63.8,Eastwood,1650000,4.0,2,2122,Sydney
156608,2016-10,63.8,Eastwood,1790000,4.0,2,2122,Sydney
156615,2016-10,63.8,Leppington,850000,4.0,2,2179,Sydney
156618,2016-10,63.8,Leppington,649900,4.0,2,2179,Sydney
156619,2016-10,63.8,Leppington,689900,4.0,2,2179,Sydney
156620,2016-10,63.8,Leppington,639900,4.0,2,2179,Sydney
156623,2016-10,63.8,Coogee,2654000,4.0,2,2034,Sydney
156624,2016-10,63.8,South Coogee,1697500,4.0,2,2034,Sydney
156630,2016-10,63.8,Parklea,910000,4.0,2,2768,Sydney
156632,2016-10,63.8,Parklea,835200,4.0,2,2768,Sydney
156633,2016-10,63.8,Stanhope Gardens,1275000,4.0,2,2768,Sydney
156635,2016-10,63.8,Stanhope Gardens,900000,4.0,2,2768,Sydney
156637,2016-10,63.8,Glenwood,820000,4.0,2,2768,Sydney
156638,2016-10,63.8,Glenwood,875000,4.0,2,2768,Sydney
156644,2016-10,63.8,Stanhope Gardens,1130000,4.0,2,2768,Sydney
156646,2016-10,63.8,Parklea,776000,4.0,2,2768,Sydney
156650,2016-10,63.8,Glenwood,880000,4.0,2,2768,Sydney
156651,2016-10,63.8,Stanhope Gardens,895000,4.0,2,2768,Sydney
156652,2016-10,63.8,Parklea,790000,4.0,2,2768,Sydney
156664,2016-10,63.8,Hunters Hill,2050000,4.0,2,2110,Sydney
156666,2016-10,63.8,Hunters Hill,3500000,4.0,2,2110,Sydney
156669,2016-10,63.8,Mount Druitt,547000,4.0,2,2770,Sydney
156673,2016-10,63.8,Mount Druitt,581000,4.0,2,2770,Sydney
156687,2016-10,63.8,Minchinbury,800000,4.0,2,2770,Sydney
156689,2016-10,63.8,Hebersham,595000,4.0,2,2770,Sydney
156690,2016-10,63.8,Mount Druitt,782500,4.0,2,2770,Sydney
156706,2016-10,63.8,Beverly Hills,1120000,4.0,2,2209,Sydney
156710,2016-10,63.8,Beverly Hills,1095000,4.0,2,2209,Sydney
156711,2016-10,63.8,Glenmore Park,840000,4.0,2,2745,Sydney
156712,2016-10,63.8,Glenmore Park,780000,4.0,2,2745,Sydney
156713,2016-10,63.8,Glenmore Park,720500,4.0,2,2745,Sydney
156716,2016-10,63.8,Mulgoa,850000,4.0,2,2745,Sydney
156718,2016-10,63.8,Glenmore Park,650000,4.0,2,2745,Sydney
156719,2016-10,63.8,Glenmore Park,719000,4.0,2,2745,Sydney
156722,2016-10,63.8,Glenmore Park,690000,4.0,2,2745,Sydney
156723,2016-10,63.8,Glenmore Park,687000,4.0,2,2745,Sydney
156724,2016-10,63.8,Glenmore Park,790000,4.0,2,2745,Sydney
156726,2016-10,63.8,Glenmore Park,720000,4.0,2,2745,Sydney
156729,2016-10,63.8,Glenmore Park,719000,4.0,2,2745,Sydney
156734,2016-10,63.8,Glenmore Park,700000,4.0,2,2745,Sydney
156736,2016-10,63.8,Wallacia,620000,4.0,2,2745,Sydney
156738,2016-10,63.8,Glenmore Park,1675000,4.0,2,2745,Sydney
156739,2016-10,63.8,Glenmore Park,810000,4.0,2,2745,Sydney
156752,2016-10,63.8,Oran Park,745000,4.0,2,2570,Sydney
156755,2016-10,63.8,Elderslie,710000,4.0,2,2570,Sydney
156757,2016-10,63.8,Elderslie,685000,4.0,2,2570,Sydney
156758,2016-10,63.8,Camden South,755000,4.0,2,2570,Sydney
156759,2016-10,63.8,Spring Farm,807500,4.0,2,2570,Sydney
156760,2016-10,63.8,Oran Park,766000,4.0,2,2570,Sydney
156761,2016-10,63.8,Elderslie,710000,4.0,2,2570,Sydney
156762,2016-10,63.8,Oran Park,910000,4.0,2,2570,Sydney
156763,2016-10,63.8,Oran Park,710000,4.0,2,2570,Sydney
156766,2016-10,63.8,Camden Park,850000,4.0,2,2570,Sydney
156767,2016-10,63.8,Oran Park,766500,4.0,2,2570,Sydney
156768,2016-10,63.8,Spring Farm,685000,4.0,2,2570,Sydney
156772,2016-10,63.8,Cobbitty,1700000,4.0,2,2570,Sydney
156774,2016-10,63.8,Elderslie,670000,4.0,2,2570,Sydney
156777,2016-10,63.8,Oran Park,900000,4.0,2,2570,Sydney
156778,2016-10,63.8,Oran Park,721420,4.0,2,2570,Sydney
156781,2016-10,63.8,Kingsford,2420000,4.0,2,2032,Sydney
156785,2016-10,63.8,Kingsford,2400000,4.0,2,2032,Sydney
156793,2016-10,63.8,Warriewood,1550000,4.0,2,2102,Sydney
156795,2016-10,63.8,Warriewood,1900000,4.0,2,2102,Sydney
156796,2016-10,63.8,Warriewood,1695000,4.0,2,2102,Sydney
156802,2016-10,63.8,Roselands,875000,4.0,2,2196,Sydney
156824,2016-10,63.8,Vaucluse,3430000,4.0,2,2030,Sydney
156830,2016-10,63.8,Vaucluse,5500000,4.0,2,2030,Sydney
156847,2016-10,63.8,Yennora,855000,4.0,2,2161,Sydney
156861,2016-10,63.8,Edmondson Park,809990,4.0,2,2174,Sydney
156871,2016-10,63.8,Miranda,1100000,4.0,2,2228,Sydney
156873,2016-10,63.8,Yowie Bay,2140000,4.0,2,2228,Sydney
156876,2016-10,63.8,Haberfield,1635000,4.0,2,2045,Sydney
156881,2016-10,63.8,Lane Cove,2000000,4.0,2,2066,Sydney
156891,2016-10,63.8,Lane Cove,3100000,4.0,2,2066,Sydney
156893,2016-10,63.8,Lane Cove,1910000,4.0,2,2066,Sydney
156895,2016-10,63.8,Longueville,2530000,4.0,2,2066,Sydney
156898,2016-10,63.8,Lane Cove,1875000,4.0,2,2066,Sydney
156900,2016-10,63.8,Lane Cove,2150000,4.0,2,2066,Sydney
156907,2016-10,63.8,Croydon,1690000,4.0,2,2132,Sydney
156910,2016-10,63.8,Croydon,2480000,4.0,2,2132,Sydney
156917,2016-10,63.8,Oatlands,1460000,4.0,2,2117,Sydney
156918,2016-10,63.8,Telopea,1280000,4.0,2,2117,Sydney
156921,2016-10,63.8,Dundas,1165000,4.0,2,2117,Sydney
156922,2016-10,63.8,Oatlands,1660000,4.0,2,2117,Sydney
156935,2016-10,63.8,Oatlands,1550000,4.0,2,2117,Sydney
156938,2016-10,63.8,Belmore,1167500,4.0,2,2192,Sydney
156955,2016-10,63.8,Sans Souci,1420000,4.0,2,2219,Sydney
156957,2016-10,63.8,Sans Souci,1825000,4.0,2,2219,Sydney
156961,2016-10,63.8,Newport,1800000,4.0,2,2106,Sydney
156963,2016-10,63.8,Newport,1240000,4.0,2,2106,Sydney
156970,2016-10,63.8,Newport,1360000,4.0,2,2106,Sydney
156973,2016-10,63.8,Alexandria,2475000,4.0,2,2015,Sydney
156975,2016-10,63.8,Alexandria,2275000,4.0,2,2015,Sydney
156977,2016-10,63.8,Beaconsfield,1301000,4.0,2,2015,Sydney
156981,2016-10,63.8,Rozelle,2225000,4.0,2,2039,Sydney
156986,2016-10,63.8,Rozelle,1850000,4.0,2,2039,Sydney
156992,2016-10,63.8,Jannali,1500000,4.0,2,2226,Sydney
157014,2016-10,63.8,Fairfield Heights,677000,4.0,2,2165,Sydney
157023,2016-10,63.8,Chester Hill,798000,4.0,2,2162,Sydney
157024,2016-10,63.8,Chester Hill,775000,4.0,2,2162,Sydney
157030,2016-10,63.8,Sefton,875000,4.0,2,2162,Sydney
157041,2016-10,63.8,North Narrabeen,1502500,4.0,2,2101,Sydney
157045,2016-10,63.8,Elanora Heights,1350000,4.0,2,2101,Sydney
157058,2016-10,63.8,Padstow,932000,4.0,2,2211,Sydney
157060,2016-10,63.8,Padstow,1030000,4.0,2,2211,Sydney
157069,2016-10,63.8,Padstow,1030000,4.0,2,2211,Sydney
157074,2016-10,63.8,Mascot,1610000,4.0,2,2020,Sydney
157082,2016-10,63.8,Leonay,855000,4.0,2,2750,Sydney
157083,2016-10,63.8,South Penrith,770000,4.0,2,2750,Sydney
157093,2016-10,63.8,Jamisontown,780000,4.0,2,2750,Sydney
157094,2016-10,63.8,South Penrith,722500,4.0,2,2750,Sydney
157097,2016-10,63.8,Emu Heights,666000,4.0,2,2750,Sydney
157118,2016-10,63.8,Carlingford,1830000,4.0,2,2118,Sydney
157121,2016-10,63.8,Carlingford,1700000,4.0,2,2118,Sydney
157122,2016-10,63.8,Carlingford,1560000,4.0,2,2118,Sydney
157129,2016-10,63.8,Baulkham Hills,1505000,4.0,2,2153,Sydney
157130,2016-10,63.8,Baulkham Hills,1010000,4.0,2,2153,Sydney
157132,2016-10,63.8,Baulkham Hills,1055000,4.0,2,2153,Sydney
157133,2016-10,63.8,Bella Vista,1190000,4.0,2,2153,Sydney
157136,2016-10,63.8,Winston Hills,990000,4.0,2,2153,Sydney
157138,2016-10,63.8,Bella Vista,1425000,4.0,2,2153,Sydney
157139,2016-10,63.8,Baulkham Hills,1220000,4.0,2,2153,Sydney
157147,2016-10,63.8,Baulkham Hills,1406000,4.0,2,2153,Sydney
157148,2016-10,63.8,Winston Hills,1260000,4.0,2,2153,Sydney
157150,2016-10,63.8,Baulkham Hills,1160000,4.0,2,2153,Sydney
157151,2016-10,63.8,Bella Vista,1690000,4.0,2,2153,Sydney
157152,2016-10,63.8,Baulkham Hills,1070000,4.0,2,2153,Sydney
157153,2016-10,63.8,Baulkham Hills,1220000,4.0,2,2153,Sydney
157155,2016-10,63.8,Baulkham Hills,1110000,4.0,2,2153,Sydney
157156,2016-10,63.8,Baulkham Hills,1350000,4.0,2,2153,Sydney
157157,2016-10,63.8,Baulkham Hills,1350000,4.0,2,2153,Sydney
157158,2016-10,63.8,Winston Hills,999500,4.0,2,2153,Sydney
157160,2016-10,63.8,Baulkham Hills,1226000,4.0,2,2153,Sydney
157166,2016-10,63.8,Winston Hills,1145000,4.0,2,2153,Sydney
157168,2016-10,63.8,Bella Vista,1565000,4.0,2,2153,Sydney
157186,2016-10,63.8,Peakhurst,1060000,4.0,2,2210,Sydney
157193,2016-10,63.8,Lugarno,1850000,4.0,2,2210,Sydney
157197,2016-10,63.8,Peakhurst,1120000,4.0,2,2210,Sydney
157200,2016-10,63.8,Riverwood,1350000,4.0,2,2210,Sydney
157225,2016-10,63.8,Caringbah,1225000,4.0,2,2229,Sydney
157227,2016-10,63.8,Caringbah,2350000,4.0,2,2229,Sydney
157235,2016-10,63.8,Caringbah South,1450000,4.0,2,2229,Sydney
157242,2016-10,63.8,Picnic Point,1350000,4.0,2,2213,Sydney
157243,2016-10,63.8,Panania,900000,4.0,2,2213,Sydney
157257,2016-10,63.8,Picnic Point,1192000,4.0,2,2213,Sydney
157260,2016-10,63.8,Panania,928000,4.0,2,2213,Sydney
157272,2016-10,63.8,Panania,920000,4.0,2,2213,Sydney
157274,2016-10,63.8,East Hills,1265000,4.0,2,2213,Sydney
157275,2016-10,63.8,Picnic Point,948000,4.0,2,2213,Sydney
157276,2016-10,63.8,Newington,1460000,4.0,2,2127,Sydney
157277,2016-10,63.8,Newington,1520000,4.0,2,2127,Sydney
157288,2016-10,63.8,Mona Vale,1810000,4.0,2,2103,Sydney
157298,2016-10,63.8,Mona Vale,1912000,4.0,2,2103,Sydney
157313,2016-10,63.8,Roseville,4500000,4.0,2,2069,Sydney
157320,2016-10,63.8,Kareela,1450000,4.0,2,2232,Sydney
157321,2016-10,63.8,Kareela,1000000,4.0,2,2232,Sydney
157329,2016-10,63.8,Sutherland,1261000,4.0,2,2232,Sydney
157330,2016-10,63.8,Kirrawee,1062000,4.0,2,2232,Sydney
157334,2016-10,63.8,Grays Point,1275000,4.0,2,2232,Sydney
157340,2016-10,63.8,Kareela,1160000,4.0,2,2232,Sydney
157343,2016-10,63.8,Loftus,998000,4.0,2,2232,Sydney
157346,2016-10,63.8,Loftus,1001000,4.0,2,2232,Sydney
157348,2016-10,63.8,Kirrawee,1250000,4.0,2,2232,Sydney
157354,2016-10,63.8,Loftus,940000,4.0,2,2232,Sydney
157371,2016-10,63.8,Toongabbie,715000,4.0,2,2146,Sydney
157374,2016-10,63.8,Toongabbie,938000,4.0,2,2146,Sydney
157386,2016-10,63.8,Woollahra,3850000,4.0,2,2025,Sydney
157389,2016-10,63.8,Douglas Park,595000,4.0,2,2569,Sydney
157390,2016-10,63.8,Glenfield,622000,4.0,2,2167,Sydney
157391,2016-10,63.8,Glenfield,805000,4.0,2,2167,Sydney
157398,2016-10,63.8,Glenfield,755000,4.0,2,2167,Sydney
157410,2016-10,63.8,Burwood,1615000,4.0,2,2134,Sydney
157411,2016-10,63.8,Burwood,2900000,4.0,2,2134,Sydney
157423,2016-10,63.8,Wahroonga,1451000,4.0,2,2076,Sydney
157429,2016-10,63.8,Wahroonga,1320000,4.0,2,2076,Sydney
157430,2016-10,63.8,Normanhurst,1300000,4.0,2,2076,Sydney
157435,2016-10,63.8,Wahroonga,2730000,4.0,2,2076,Sydney
157436,2016-10,63.8,Wahroonga,1736000,4.0,2,2076,Sydney
157448,2016-10,63.8,Gymea,1555000,4.0,2,2227,Sydney
157459,2016-10,63.8,Freemans Reach,735000,4.0,2,2756,Sydney
157461,2016-10,63.8,Wilberforce,775000,4.0,2,2756,Sydney
157464,2016-10,63.8,Glossodia,580000,4.0,2,2756,Sydney
157465,2016-10,63.8,Windsor,1800000,4.0,2,2756,Sydney
157484,2016-10,63.8,Berowra Heights,1186250,4.0,2,2082,Sydney
157486,2016-10,63.8,Berowra Waters,875000,4.0,2,2082,Sydney
157487,2016-10,63.8,Berowra Heights,1300000,4.0,2,2082,Sydney
157490,2016-10,63.8,Darlington,1900000,4.0,2,2008,Sydney
157492,2016-10,63.8,Campsie,1615000,4.0,2,2194,Sydney
157504,2016-10,63.8,Kurnell,1150000,4.0,2,2231,Sydney
157507,2016-10,63.8,Georges Hall,1026000,4.0,2,2198,Sydney
157508,2016-10,63.8,Georges Hall,905000,4.0,2,2198,Sydney
157510,2016-10,63.8,Georges Hall,960000,4.0,2,2198,Sydney
157517,2016-10,63.8,Greenacre,930000,4.0,2,2190,Sydney
157518,2016-10,63.8,Greenacre,1050000,4.0,2,2190,Sydney
157521,2016-10,63.8,Greenacre,930000,4.0,2,2190,Sydney
157540,2016-10,63.8,Cherrybrook,1480000,4.0,2,2126,Sydney
157542,2016-10,63.8,Cherrybrook,1543000,4.0,2,2126,Sydney
157546,2016-10,63.8,Cherrybrook,1465000,4.0,2,2126,Sydney
157554,2016-10,63.8,St Marys,2830000,4.0,2,2760,Sydney
157560,2016-10,63.8,Ropes Crossing,675000,4.0,2,2760,Sydney
157561,2016-10,63.8,Colyton,625500,4.0,2,2760,Sydney
157566,2016-10,63.8,Ropes Crossing,735000,4.0,2,2760,Sydney
157567,2016-10,63.8,Ropes Crossing,690000,4.0,2,2760,Sydney
157570,2016-10,63.8,Ropes Crossing,680000,4.0,2,2760,Sydney
157578,2016-10,63.8,St Marys,700000,4.0,2,2760,Sydney
157582,2016-10,63.8,Tahmoor,565000,4.0,2,2573,Sydney
157583,2016-10,63.8,Tahmoor,1230000,4.0,2,2573,Sydney
157587,2016-10,63.8,Darlinghurst,2800000,4.0,2,2010,Sydney
157590,2016-10,63.8,Darlinghurst,2800000,4.0,2,2010,Sydney
157601,2016-10,63.8,Bardia,905000,4.0,2,2565,Sydney
157602,2016-10,63.8,Macquarie Links,920000,4.0,2,2565,Sydney
157604,2016-10,63.8,Ingleburn,701000,4.0,2,2565,Sydney
157615,2016-10,63.8,Ingleburn,686000,4.0,2,2565,Sydney
157616,2016-10,63.8,Ingleburn,740000,4.0,2,2565,Sydney
157618,2016-10,63.8,Ingleburn,785000,4.0,2,2565,Sydney
157627,2016-10,63.8,Canley Vale,965000,4.0,2,2166,Sydney
157632,2016-10,63.8,Canley Heights,767000,4.0,2,2166,Sydney
157634,2016-10,63.8,Cabramatta,660000,4.0,2,2166,Sydney
157638,2016-10,63.8,Canley Heights,745000,4.0,2,2166,Sydney
157648,2016-10,63.8,Lakemba,960000,4.0,2,2195,Sydney
157652,2016-10,63.8,Lakemba,1072000,4.0,2,2195,Sydney
157662,2016-10,63.8,Hinchinbrook,915000,4.0,2,2168,Sydney
157668,2016-10,63.8,Hinchinbrook,750000,4.0,2,2168,Sydney
157674,2016-10,63.8,Hinchinbrook,757500,4.0,2,2168,Sydney
157683,2016-10,63.8,Springwood,885000,4.0,2,2777,Sydney
157684,2016-10,63.8,Winmalee,740000,4.0,2,2777,Sydney
157685,2016-10,63.8,Winmalee,820000,4.0,2,2777,Sydney
157695,2016-10,63.8,Mount Colah,920000,4.0,2,2079,Sydney
157698,2016-10,63.8,Mount Colah,1245000,4.0,2,2079,Sydney
157701,2016-10,63.8,Mount Colah,975000,4.0,2,2079,Sydney
157704,2016-10,63.8,Bellevue Hill,4400000,4.0,2,2023,Sydney
157710,2016-10,63.8,Carnes Hill,862000,4.0,2,2171,Sydney
157711,2016-10,63.8,Elizabeth Hills,1301000,4.0,2,2171,Sydney
157714,2016-10,63.8,Cecil Hills,850000,4.0,2,2171,Sydney
157715,2016-10,63.8,West Hoxton,915000,4.0,2,2171,Sydney
157717,2016-10,63.8,Carnes Hill,980000,4.0,2,2171,Sydney
157719,2016-10,63.8,Cecil Hills,1050000,4.0,2,2171,Sydney
157720,2016-10,63.8,Cecil Hills,847000,4.0,2,2171,Sydney
157721,2016-10,63.8,Horningsea Park,805000,4.0,2,2171,Sydney
157724,2016-10,63.8,Hoxton Park,825000,4.0,2,2171,Sydney
157725,2016-10,63.8,Horningsea Park,750000,4.0,2,2171,Sydney
157726,2016-10,63.8,West Hoxton,735000,4.0,2,2171,Sydney
157727,2016-10,63.8,Middleton Grange,810000,4.0,2,2171,Sydney
157729,2016-10,63.8,West Hoxton,780000,4.0,2,2171,Sydney
157736,2016-10,63.8,North Balgowlah,2335000,4.0,2,2093,Sydney
157764,2016-10,63.8,Glen Alpine,822000,4.0,2,2560,Sydney
157765,2016-10,63.8,Ruse,575000,4.0,2,2560,Sydney
157766,2016-10,63.8,Bradbury,565000,4.0,2,2560,Sydney
157769,2016-10,63.8,Rosemeadow,660000,4.0,2,2560,Sydney
157770,2016-10,63.8,Leumeah,660000,4.0,2,2560,Sydney
157772,2016-10,63.8,Blair Athol,807000,4.0,2,2560,Sydney
157779,2016-10,63.8,Glen Alpine,737500,4.0,2,2560,Sydney
157780,2016-10,63.8,Bradbury,690000,4.0,2,2560,Sydney
157781,2016-10,63.8,St Helens Park,585000,4.0,2,2560,Sydney
157788,2016-10,63.8,Englorie Park,573000,4.0,2,2560,Sydney
157789,2016-10,63.8,Ruse,611000,4.0,2,2560,Sydney
157790,2016-10,63.8,Bradbury,605000,4.0,2,2560,Sydney
157794,2016-10,63.8,Menai,1248000,4.0,2,2234,Sydney
157797,2016-10,63.8,Menai,1150000,4.0,2,2234,Sydney
157799,2016-10,63.8,Menai,1040000,4.0,2,2234,Sydney
157801,2016-10,63.8,Menai,1150000,4.0,2,2234,Sydney
157805,2016-10,63.8,Illawong,1292000,4.0,2,2234,Sydney
157816,2016-11,73.5,Avalon Beach,2100000,4.0,2,2107,Sydney
157827,2016-11,73.5,Blacktown,900000,4.0,2,2148,Sydney
157828,2016-11,73.5,Marayong,1290000,4.0,2,2148,Sydney
157830,2016-11,73.5,Blacktown,714000,4.0,2,2148,Sydney
157852,2016-11,73.5,Malabar,2080000,4.0,2,2036,Sydney
157853,2016-11,73.5,Little Bay,1916000,4.0,2,2036,Sydney
157863,2016-11,73.5,Plumpton,665000,4.0,2,2761,Sydney
157868,2016-11,73.5,Plumpton,834000,4.0,2,2761,Sydney
157876,2016-11,73.5,Oakhurst,630000,4.0,2,2761,Sydney
157883,2016-11,73.5,Freshwater,1745000,4.0,2,2096,Sydney
157885,2016-11,73.5,Freshwater,1650000,4.0,2,2096,Sydney
157889,2016-11,73.5,Eagle Vale,690000,4.0,2,2558,Sydney
157892,2016-11,73.5,Eschol Park,637580,4.0,2,2558,Sydney
157897,2016-11,73.5,Eschol Park,630000,4.0,2,2558,Sydney
157902,2016-11,73.5,Killara,3925000,4.0,2,2071,Sydney
157905,2016-11,73.5,Killara,2408000,4.0,2,2071,Sydney
157906,2016-11,73.5,Killara,2400000,4.0,2,2071,Sydney
157908,2016-11,73.5,Killara,1810000,4.0,2,2071,Sydney
157910,2016-11,73.5,Killara,1880000,4.0,2,2071,Sydney
157911,2016-11,73.5,Killara,2050000,4.0,2,2071,Sydney
157912,2016-11,73.5,East Killara,2250000,4.0,2,2071,Sydney
157917,2016-11,73.5,Hornsby Heights,1292000,4.0,2,2077,Sydney
157920,2016-11,73.5,Hornsby Heights,1225000,4.0,2,2077,Sydney
157921,2016-11,73.5,Hornsby Heights,1085000,4.0,2,2077,Sydney
157928,2016-11,73.5,Hornsby,1213000,4.0,2,2077,Sydney
157934,2016-11,73.5,Asquith,1009000,4.0,2,2077,Sydney
157947,2016-11,73.5,Bargo,835000,4.0,2,2574,Sydney
157953,2016-11,73.5,Dulwich Hill,1790000,4.0,2,2203,Sydney
157959,2016-11,73.5,Mortdale,1273000,4.0,2,2223,Sydney
